X[mm],Y[mm],Z[mm],Bx[mT],By[mT],Bz[mT]
-2.200000000000000000e+02,-2.100000000000000000e+01,6.000000000000000000e+00,-3.599000000000000199e+00,-7.307999999999999829e+00,9.905200000000000671e+01
-2.200000000000000000e+02,-2.100000000000000000e+01,7.000000000000000000e+00,-3.592000000000000082e+00,-7.366000000000000547e+00,9.925700000000000500e+01
-2.200000000000000000e+02,-2.100000000000000000e+01,8.000000000000000000e+00,-3.576000000000000068e+00,-7.433999999999999275e+00,9.954300000000000637e+01
-2.200000000000000000e+02,-2.100000000000000000e+01,9.000000000000000000e+00,-3.576000000000000068e+00,-7.493999999999999773e+00,9.982999999999999829e+01
-2.200000000000000000e+02,-2.100000000000000000e+01,1.000000000000000000e+01,-3.589999999999999858e+00,-7.550000000000000711e+00,1.001359999999999957e+02
-2.200000000000000000e+02,-2.100000000000000000e+01,1.100000000000000000e+01,-3.556000000000000050e+00,-7.604999999999999538e+00,1.004189999999999969e+02
-2.200000000000000000e+02,-2.000000000000000000e+01,-1.299999999999999645e+01,-3.949000000000000288e+00,-6.531000000000000583e+00,9.998899999999999011e+01
-2.200000000000000000e+02,-2.000000000000000000e+01,-1.199999999999999645e+01,-3.943999999999999506e+00,-6.565999999999999837e+00,9.969799999999999329e+01
-2.200000000000000000e+02,-2.000000000000000000e+01,-1.099999999999999645e+01,-3.902999999999999581e+00,-6.603999999999999204e+00,9.939399999999999125e+01
-2.200000000000000000e+02,-2.000000000000000000e+01,-9.999999999999996447e+00,-3.906000000000000139e+00,-6.642000000000000348e+00,9.918500000000000227e+01
-2.200000000000000000e+02,-2.000000000000000000e+01,-8.999999999999996447e+00,-3.840000000000000302e+00,-6.657999999999999474e+00,9.891100000000000136e+01
-2.200000000000000000e+02,-2.000000000000000000e+01,-8.000000000000000000e+00,-3.850000000000000089e+00,-6.695000000000000284e+00,9.872899999999999920e+01
-2.200000000000000000e+02,-2.000000000000000000e+01,-7.000000000000000000e+00,-3.834000000000000075e+00,-6.738000000000000433e+00,9.857800000000000296e+01
-2.200000000000000000e+02,-2.000000000000000000e+01,-6.000000000000000000e+00,-3.778000000000000025e+00,-6.774000000000000021e+00,9.840899999999999181e+01
-2.200000000000000000e+02,-2.000000000000000000e+01,-5.000000000000000000e+00,-3.770000000000000018e+00,-6.814000000000000057e+00,9.829599999999999227e+01
-2.200000000000000000e+02,-2.000000000000000000e+01,-4.000000000000000000e+00,-3.748000000000000220e+00,-6.847999999999999865e+00,9.822599999999999909e+01
-2.200000000000000000e+02,-2.000000000000000000e+01,-3.000000000000000000e+00,-3.739000000000000323e+00,-6.897999999999999687e+00,9.817499999999999716e+01
-2.200000000000000000e+02,-2.000000000000000000e+01,-2.000000000000000000e+00,-3.716000000000000192e+00,-6.924999999999999822e+00,9.815099999999999625e+01
-2.200000000000000000e+02,-2.000000000000000000e+01,-1.000000000000000000e+00,-3.706999999999999851e+00,-6.972999999999999865e+00,9.816200000000000614e+01
-2.200000000000000000e+02,-2.000000000000000000e+01,0.000000000000000000e+00,-3.685999999999999943e+00,-7.011999999999999567e+00,9.818699999999999761e+01
-2.200000000000000000e+02,-2.000000000000000000e+01,1.000000000000000000e+00,-3.670999999999999819e+00,-7.067000000000000171e+00,9.825499999999999545e+01
-2.200000000000000000e+02,-2.000000000000000000e+01,2.000000000000000000e+00,-3.637000000000000011e+00,-7.123000000000000220e+00,9.835999999999999943e+01
-2.200000000000000000e+02,-2.000000000000000000e+01,3.000000000000000000e+00,-3.625000000000000000e+00,-7.159000000000000696e+00,9.847400000000000375e+01
-2.200000000000000000e+02,-2.000000000000000000e+01,4.000000000000000000e+00,-3.602999999999999758e+00,-7.213999999999999524e+00,9.864900000000000091e+01
-2.200000000000000000e+02,-2.000000000000000000e+01,5.000000000000000000e+00,-3.608999999999999986e+00,-7.270000000000000462e+00,9.882999999999999829e+01
-2.200000000000000000e+02,-2.000000000000000000e+01,6.000000000000000000e+00,-3.589999999999999858e+00,-7.326999999999999957e+00,9.902800000000000580e+01
-2.200000000000000000e+02,-2.000000000000000000e+01,7.000000000000000000e+00,-3.571000000000000174e+00,-7.379000000000000448e+00,9.923199999999999932e+01
-2.200000000000000000e+02,-2.000000000000000000e+01,8.000000000000000000e+00,-3.571000000000000174e+00,-7.450000000000000178e+00,9.950399999999999068e+01
-2.200000000000000000e+02,-2.000000000000000000e+01,9.000000000000000000e+00,-3.559000000000000163e+00,-7.505999999999999339e+00,9.974900000000000944e+01
-2.200000000000000000e+02,-2.000000000000000000e+01,1.000000000000000000e+01,-3.557999999999999829e+00,-7.568000000000000504e+00,1.000949999999999989e+02
-2.200000000000000000e+02,-2.000000000000000000e+01,1.100000000000000000e+01,-3.556000000000000050e+00,-7.630999999999999339e+00,1.004089999999999918e+02
-2.200000000000000000e+02,-2.000000000000000000e+01,1.200000000000000000e+01,-3.556000000000000050e+00,-7.689000000000000057e+00,1.007620000000000005e+02
-2.200000000000000000e+02,-2.000000000000000000e+01,1.300000000000000000e+01,-3.546999999999999709e+00,-7.756000000000000227e+00,1.010970000000000084e+02
-2.200000000000000000e+02,-1.900000000000000000e+01,-1.399999999999999645e+01,-4.038000000000000256e+00,-6.460999999999999410e+00,1.002770000000000010e+02
-2.200000000000000000e+02,-1.900000000000000000e+01,-1.299999999999999645e+01,-3.992999999999999883e+00,-6.491999999999999993e+00,9.991899999999999693e+01
-2.200000000000000000e+02,-1.900000000000000000e+01,-1.199999999999999645e+01,-3.983000000000000540e+00,-6.532999999999999474e+00,9.962699999999999534e+01
-2.200000000000000000e+02,-1.900000000000000000e+01,-1.099999999999999645e+01,-3.930999999999999606e+00,-6.567999999999999616e+00,9.934400000000000830e+01
-2.200000000000000000e+02,-1.900000000000000000e+01,-9.999999999999996447e+00,-3.930999999999999606e+00,-6.612000000000000099e+00,9.913200000000000500e+01
-2.200000000000000000e+02,-1.900000000000000000e+01,-8.999999999999996447e+00,-3.893999999999999684e+00,-6.641000000000000014e+00,9.887099999999999511e+01
-2.200000000000000000e+02,-1.900000000000000000e+01,-8.000000000000000000e+00,-3.849000000000000199e+00,-6.671999999999999709e+00,9.864600000000000080e+01
-2.200000000000000000e+02,-1.900000000000000000e+01,-7.000000000000000000e+00,-3.853000000000000203e+00,-6.720000000000000639e+00,9.852900000000001057e+01
-2.200000000000000000e+02,-1.900000000000000000e+01,-6.000000000000000000e+00,-3.827999999999999847e+00,-6.754999999999999893e+00,9.837600000000000477e+01
-2.200000000000000000e+02,-1.900000000000000000e+01,-5.000000000000000000e+00,-3.779999999999999805e+00,-6.793999999999999595e+00,9.824800000000000466e+01
-2.200000000000000000e+02,-1.900000000000000000e+01,-4.000000000000000000e+00,-3.750000000000000000e+00,-6.832999999999999297e+00,9.815500000000000114e+01
-2.200000000000000000e+02,-1.900000000000000000e+01,-3.000000000000000000e+00,-3.741999999999999993e+00,-6.877000000000000668e+00,9.809799999999999898e+01
-2.200000000000000000e+02,-1.900000000000000000e+01,-2.000000000000000000e+00,-3.723999999999999755e+00,-6.919999999999999929e+00,9.808799999999999386e+01
-2.200000000000000000e+02,-1.900000000000000000e+01,-1.000000000000000000e+00,-3.710999999999999854e+00,-6.967999999999999972e+00,9.812999999999999545e+01
-2.200000000000000000e+02,-1.900000000000000000e+01,0.000000000000000000e+00,-3.669999999999999929e+00,-7.004999999999999893e+00,9.809900000000000375e+01
-2.200000000000000000e+02,-1.900000000000000000e+01,1.000000000000000000e+00,-3.664000000000000146e+00,-7.067999999999999616e+00,9.821599999999999397e+01
-2.200000000000000000e+02,-1.900000000000000000e+01,2.000000000000000000e+00,-3.625000000000000000e+00,-7.113999999999999879e+00,9.828600000000000136e+01
-2.200000000000000000e+02,-1.900000000000000000e+01,3.000000000000000000e+00,-3.633000000000000007e+00,-7.146999999999999353e+00,9.841200000000000614e+01
-2.200000000000000000e+02,-1.900000000000000000e+01,4.000000000000000000e+00,-3.588999999999999968e+00,-7.205999999999999517e+00,9.857299999999999329e+01
-2.200000000000000000e+02,-1.900000000000000000e+01,5.000000000000000000e+00,-3.577999999999999847e+00,-7.270000000000000462e+00,9.874299999999999500e+01
-2.200000000000000000e+02,-1.900000000000000000e+01,6.000000000000000000e+00,-3.579000000000000181e+00,-7.328999999999999737e+00,9.896699999999999875e+01
-2.200000000000000000e+02,-1.900000000000000000e+01,7.000000000000000000e+00,-3.568000000000000060e+00,-7.388999999999999346e+00,9.919699999999998852e+01
-2.200000000000000000e+02,-1.900000000000000000e+01,8.000000000000000000e+00,-3.557999999999999829e+00,-7.459000000000000519e+00,9.943800000000000239e+01
-2.200000000000000000e+02,-1.900000000000000000e+01,9.000000000000000000e+00,-3.527000000000000135e+00,-7.516000000000000014e+00,9.969799999999999329e+01
-2.200000000000000000e+02,-1.900000000000000000e+01,1.000000000000000000e+01,-3.530999999999999694e+00,-7.572999999999999510e+00,1.000210000000000008e+02
-2.200000000000000000e+02,-1.900000000000000000e+01,1.100000000000000000e+01,-3.527000000000000135e+00,-7.642000000000000348e+00,1.003400000000000034e+02
-2.200000000000000000e+02,-1.900000000000000000e+01,1.200000000000000000e+01,-3.487000000000000099e+00,-7.694999999999999396e+00,1.006490000000000009e+02
-2.200000000000000000e+02,-1.900000000000000000e+01,1.300000000000000000e+01,-3.521999999999999797e+00,-7.764000000000000234e+00,1.010780000000000030e+02
-2.200000000000000000e+02,-1.900000000000000000e+01,1.400000000000000000e+01,-3.527000000000000135e+00,-7.837000000000000632e+00,1.014570000000000078e+02
-2.200000000000000000e+02,-1.800000000000000000e+01,-1.599999999999999645e+01,-4.134999999999999787e+00,-6.397000000000000242e+00,1.009219999999999970e+02
-2.200000000000000000e+02,-1.800000000000000000e+01,-1.499999999999999645e+01,-4.126999999999999780e+00,-6.423000000000000043e+00,1.005569999999999879e+02
-2.200000000000000000e+02,-1.800000000000000000e+01,-1.399999999999999645e+01,-4.069999999999999396e+00,-6.432000000000000384e+00,1.002000000000000028e+02
-2.200000000000000000e+02,-1.800000000000000000e+01,-1.299999999999999645e+01,-4.052999999999999936e+00,-6.471000000000000085e+00,9.986899999999999977e+01
-2.200000000000000000e+02,-1.800000000000000000e+01,-1.199999999999999645e+01,-3.997999999999999776e+00,-6.505000000000000782e+00,9.956099999999999284e+01
-2.200000000000000000e+02,-1.800000000000000000e+01,-1.099999999999999645e+01,-3.982000000000000206e+00,-6.541999999999999815e+00,9.929899999999999238e+01
-2.200000000000000000e+02,-1.800000000000000000e+01,-9.999999999999996447e+00,-3.937999999999999723e+00,-6.577999999999999403e+00,9.900399999999999068e+01
-2.200000000000000000e+02,-1.800000000000000000e+01,-8.999999999999996447e+00,-3.916000000000000369e+00,-6.607000000000000206e+00,9.880800000000000693e+01
-2.200000000000000000e+02,-1.800000000000000000e+01,-8.000000000000000000e+00,-3.880000000000000338e+00,-6.639000000000000234e+00,9.860099999999999909e+01
-2.200000000000000000e+02,-1.800000000000000000e+01,-7.000000000000000000e+00,-3.855999999999999872e+00,-6.685999999999999943e+00,9.845799999999999841e+01
-2.200000000000000000e+02,-1.800000000000000000e+01,-6.000000000000000000e+00,-3.826000000000000068e+00,-6.732000000000000206e+00,9.832699999999999818e+01
-2.200000000000000000e+02,-1.800000000000000000e+01,-5.000000000000000000e+00,-3.808999999999999719e+00,-6.760999999999999233e+00,9.820700000000000784e+01
-2.200000000000000000e+02,-1.800000000000000000e+01,-4.000000000000000000e+00,-3.772999999999999687e+00,-6.812999999999999723e+00,9.811100000000000421e+01
-2.200000000000000000e+02,-1.800000000000000000e+01,-3.000000000000000000e+00,-3.745000000000000107e+00,-6.858000000000000540e+00,9.806900000000000261e+01
-2.200000000000000000e+02,-1.800000000000000000e+01,-2.000000000000000000e+00,-3.736000000000000210e+00,-6.900999999999999801e+00,9.805100000000000193e+01
-2.200000000000000000e+02,-1.800000000000000000e+01,-1.000000000000000000e+00,-3.713000000000000078e+00,-6.958999999999999631e+00,9.807499999999998863e+01
-2.200000000000000000e+02,-1.800000000000000000e+01,0.000000000000000000e+00,-3.700000000000000178e+00,-7.000000000000000000e+00,9.809700000000000841e+01
-2.200000000000000000e+02,-1.800000000000000000e+01,1.000000000000000000e+00,-3.645999999999999908e+00,-7.044999999999999929e+00,9.812999999999999545e+01
-2.200000000000000000e+02,-1.800000000000000000e+01,2.000000000000000000e+00,-3.602999999999999758e+00,-7.100999999999999979e+00,9.824199999999999022e+01
-2.200000000000000000e+02,-1.800000000000000000e+01,3.000000000000000000e+00,-3.592000000000000082e+00,-7.142000000000000348e+00,9.836399999999999011e+01
-2.200000000000000000e+02,-1.800000000000000000e+01,4.000000000000000000e+00,-3.566999999999999726e+00,-7.198000000000000398e+00,9.849500000000000455e+01
-2.200000000000000000e+02,-1.800000000000000000e+01,5.000000000000000000e+00,-3.559999999999999609e+00,-7.263999999999999346e+00,9.869600000000001216e+01
-2.200000000000000000e+02,-1.800000000000000000e+01,6.000000000000000000e+00,-3.523000000000000131e+00,-7.315000000000000391e+00,9.886699999999999022e+01
-2.200000000000000000e+02,-1.800000000000000000e+01,7.000000000000000000e+00,-3.520000000000000018e+00,-7.375999999999999446e+00,9.910699999999999932e+01
-2.200000000000000000e+02,-1.800000000000000000e+01,8.000000000000000000e+00,-3.536000000000000032e+00,-7.453999999999999737e+00,9.939399999999999125e+01
-2.200000000000000000e+02,-1.800000000000000000e+01,9.000000000000000000e+00,-3.503000000000000114e+00,-7.508000000000000007e+00,9.966100000000000136e+01
-2.200000000000000000e+02,-1.800000000000000000e+01,1.000000000000000000e+01,-3.501999999999999780e+00,-7.568999999999999950e+00,9.996900000000000830e+01
-2.200000000000000000e+02,-1.800000000000000000e+01,1.100000000000000000e+01,-3.483999999999999986e+00,-7.641000000000000014e+00,1.002999999999999972e+02
-2.200000000000000000e+02,-1.800000000000000000e+01,1.200000000000000000e+01,-3.467000000000000082e+00,-7.689000000000000057e+00,1.006099999999999994e+02
-2.200000000000000000e+02,-1.800000000000000000e+01,1.300000000000000000e+01,-3.497999999999999776e+00,-7.770999999999999908e+00,1.010339999999999918e+02
-2.200000000000000000e+02,-1.800000000000000000e+01,1.400000000000000000e+01,-3.474000000000000199e+00,-7.839999999999999858e+00,1.013829999999999956e+02
-2.200000000000000000e+02,-1.800000000000000000e+01,1.500000000000000000e+01,-3.483999999999999986e+00,-7.905999999999999694e+00,1.017959999999999923e+02
-2.200000000000000000e+02,-1.800000000000000000e+01,1.600000000000000000e+01,-3.467999999999999972e+00,-7.959999999999999964e+00,1.021400000000000006e+02
-2.200000000000000000e+02,-1.700000000000000000e+01,-1.699999999999999645e+01,-4.214999999999999858e+00,-6.330000000000000071e+00,1.012819999999999965e+02
-2.200000000000000000e+02,-1.700000000000000000e+01,-1.599999999999999645e+01,-4.198999999999999844e+00,-6.389999999999999680e+00,1.009020000000000010e+02
-2.200000000000000000e+02,-1.700000000000000000e+01,-1.499999999999999645e+01,-4.152999999999999581e+00,-6.407999999999999474e+00,1.004939999999999998e+02
-2.200000000000000000e+02,-1.700000000000000000e+01,-1.399999999999999645e+01,-4.107000000000000206e+00,-6.410999999999999588e+00,1.001350000000000051e+02
-2.200000000000000000e+02,-1.700000000000000000e+01,-1.299999999999999645e+01,-4.043999999999999595e+00,-6.446999999999999176e+00,9.975600000000000023e+01
-2.200000000000000000e+02,-1.700000000000000000e+01,-1.199999999999999645e+01,-4.040000000000000036e+00,-6.488999999999999879e+00,9.951699999999999591e+01
-2.200000000000000000e+02,-1.700000000000000000e+01,-1.099999999999999645e+01,-4.002999999999999226e+00,-6.533999999999999808e+00,9.924699999999999989e+01
-2.200000000000000000e+02,-1.700000000000000000e+01,-9.999999999999996447e+00,-3.983000000000000540e+00,-6.562000000000000277e+00,9.899399999999999977e+01
-2.200000000000000000e+02,-1.700000000000000000e+01,-8.999999999999996447e+00,-3.947999999999999954e+00,-6.597000000000000419e+00,9.877299999999999613e+01
-2.200000000000000000e+02,-1.700000000000000000e+01,-8.000000000000000000e+00,-3.919999999999999929e+00,-6.635000000000000675e+00,9.858599999999999852e+01
-2.200000000000000000e+02,-1.700000000000000000e+01,-7.000000000000000000e+00,-3.887000000000000011e+00,-6.658999999999999808e+00,9.842799999999999727e+01
-2.200000000000000000e+02,-1.700000000000000000e+01,-6.000000000000000000e+00,-3.822999999999999954e+00,-6.705000000000000071e+00,9.824500000000000455e+01
-2.200000000000000000e+02,-1.700000000000000000e+01,-5.000000000000000000e+00,-3.814999999999999947e+00,-6.740999999999999659e+00,9.815099999999999625e+01
-2.200000000000000000e+02,-1.700000000000000000e+01,-4.000000000000000000e+00,-3.794000000000000039e+00,-6.793999999999999595e+00,9.809300000000000352e+01
-2.200000000000000000e+02,-1.700000000000000000e+01,-3.000000000000000000e+00,-3.766000000000000014e+00,-6.847999999999999865e+00,9.804499999999998749e+01
-2.200000000000000000e+02,-1.700000000000000000e+01,-2.000000000000000000e+00,-3.716000000000000192e+00,-6.878000000000000114e+00,9.798700000000000898e+01
-2.200000000000000000e+02,-1.700000000000000000e+01,-1.000000000000000000e+00,-3.685999999999999943e+00,-6.926000000000000156e+00,9.798300000000000409e+01
-2.200000000000000000e+02,-1.700000000000000000e+01,0.000000000000000000e+00,-3.678999999999999826e+00,-6.971000000000000085e+00,9.803900000000000148e+01
-2.200000000000000000e+02,-1.700000000000000000e+01,1.000000000000000000e+00,-3.633000000000000007e+00,-7.028999999999999915e+00,9.810500000000000398e+01
-2.200000000000000000e+02,-1.700000000000000000e+01,2.000000000000000000e+00,-3.592000000000000082e+00,-7.089999999999999858e+00,9.822299999999999898e+01
-2.200000000000000000e+02,-1.700000000000000000e+01,3.000000000000000000e+00,-3.582000000000000295e+00,-7.129999999999999893e+00,9.832200000000000273e+01
-2.200000000000000000e+02,-1.700000000000000000e+01,4.000000000000000000e+00,-3.562000000000000277e+00,-7.193999999999999950e+00,9.848000000000000398e+01
-2.200000000000000000e+02,-1.700000000000000000e+01,5.000000000000000000e+00,-3.544999999999999929e+00,-7.245000000000000107e+00,9.865500000000000114e+01
-2.200000000000000000e+02,-1.700000000000000000e+01,6.000000000000000000e+00,-3.510000000000000231e+00,-7.302000000000000490e+00,9.882699999999999818e+01
-2.200000000000000000e+02,-1.700000000000000000e+01,7.000000000000000000e+00,-3.488999999999999879e+00,-7.361999999999999211e+00,9.903099999999999170e+01
-2.200000000000000000e+02,-1.700000000000000000e+01,8.000000000000000000e+00,-3.494999999999999662e+00,-7.437000000000000277e+00,9.931700000000000728e+01
-2.200000000000000000e+02,-1.700000000000000000e+01,9.000000000000000000e+00,-3.443000000000000060e+00,-7.496999999999999886e+00,9.956900000000000261e+01
-2.200000000000000000e+02,-1.700000000000000000e+01,1.000000000000000000e+01,-3.445999999999999730e+00,-7.556000000000000050e+00,9.989099999999999113e+01
-2.200000000000000000e+02,-1.700000000000000000e+01,1.100000000000000000e+01,-3.447999999999999954e+00,-7.621999999999999886e+00,1.002360000000000042e+02
-2.200000000000000000e+02,-1.700000000000000000e+01,1.200000000000000000e+01,-3.439000000000000057e+00,-7.681000000000000050e+00,1.005849999999999937e+02
