X,Y,Z,Bx,By,Bz
34.0,86.99264745632279,58.007352543677214,-0.0,0.067,0.095
44.0,86.99264745632279,58.007352543677214,-0.0,0.091,0.114
54.0,86.99264745632279,58.007352543677214,0.017,0.124,0.091
64.0,86.99264745632279,58.007352543677214,0.015000000000000001,0.15,0.09899999999999999
74.0,86.99264745632279,58.007352543677214,0.025,0.177,0.076
84.0,86.99264745632279,58.007352543677214,0.028,0.193,0.059
94.0,86.99264745632279,58.007352543677214,0.028,0.202,0.025
104.0,86.99264745632279,58.007352543677214,0.026,0.201,-0.0
114.0,86.99264745632279,58.007352543677214,0.016,0.192,-0.009000000000000001
124.0,86.99264745632279,58.007352543677214,0.020999999999999998,0.184,-0.055
134.0,86.99264745632279,58.007352543677214,0.015000000000000001,0.166,-0.074
144.0,86.99264745632279,58.007352543677214,0.001,0.145,-0.06999999999999999
154.0,86.99264745632279,58.007352543677214,-0.002,0.128,-0.083
164.0,86.99264745632279,58.007352543677214,-0.0,0.107,-0.085
174.0,86.99264745632279,58.007352543677214,-0.005,0.092,-0.081
184.0,86.99264745632279,58.007352543677214,-0.008,0.074,-0.074
194.0,86.99264745632279,58.007352543677214,-0.011,0.058,-0.061
204.0,86.99264745632279,58.007352543677214,-0.008,0.046,-0.055
214.0,86.99264745632279,58.007352543677214,-0.007,0.036000000000000004,-0.057
224.0,86.99264745632279,58.007352543677214,-0.005,0.028,-0.049
234.0,86.99264745632279,58.007352543677214,-0.001,0.017,-0.045000000000000005
244.0,86.99264745632279,58.007352543677214,0.002,0.006,-0.044
254.0,86.99264745632279,58.007352543677214,0.002,-0.0,-0.044
264.0,86.99264745632279,58.007352543677214,0.009000000000000001,-0.01,-0.049
274.0,86.99264745632279,58.007352543677214,0.014,-0.017,-0.053
284.0,86.99264745632279,58.007352543677214,0.018000000000000002,-0.027,-0.061
294.0,86.99264745632279,58.007352543677214,0.020999999999999998,-0.034,-0.063
304.0,86.99264745632279,58.007352543677214,0.016,-0.047,-0.053
314.0,86.99264745632279,58.007352543677214,0.02,-0.057,-0.06499999999999999
324.0,86.99264745632279,58.007352543677214,0.01,-0.07200000000000001,-0.043000000000000003
334.0,86.99264745632279,58.007352543677214,0.015000000000000001,-0.06999999999999999,-0.059
344.0,86.99264745632279,58.007352543677214,0.015000000000000001,-0.06999999999999999,-0.057
354.0,86.99264745632279,58.007352543677214,0.018000000000000002,-0.06899999999999999,-0.06499999999999999
364.0,86.99264745632279,58.007352543677214,0.018000000000000002,-0.06899999999999999,-0.06499999999999999
374.0,86.99264745632279,58.007352543677214,0.012,-0.07100000000000001,-0.051
