X,Y,Z,Bx,By,Bz
0.0,99.9553713693905,-85.0446286306095,0.08,-0.04,0.05
10.0,99.9553713693905,-85.0446286306095,0.11,-0.054,0.048
20.0,99.9553713693905,-85.0446286306095,0.131,-0.08,0.041
30.0,99.9553713693905,-85.0446286306095,0.14100000000000001,-0.11699999999999999,0.027
40.0,99.9553713693905,-85.0446286306095,0.131,-0.156,0.016
50.0,99.9553713693905,-85.0446286306095,0.112,-0.193,-0.0
60.0,99.9553713693905,-85.0446286306095,0.08399999999999999,-0.222,-0.02
70.0,99.9553713693905,-85.0446286306095,0.041999999999999996,-0.241,-0.026
80.0,99.9553713693905,-85.0446286306095,0.022,-0.245,-0.041
90.0,99.9553713693905,-85.0446286306095,-0.020999999999999998,-0.245,-0.038
100.0,99.9553713693905,-85.0446286306095,-0.066,-0.236,-0.033
110.0,99.9553713693905,-85.0446286306095,-0.089,-0.213,-0.025
120.0,99.9553713693905,-85.0446286306095,-0.114,-0.188,-0.015000000000000001
130.0,99.9553713693905,-85.0446286306095,-0.115,-0.161,-0.004
140.0,99.9553713693905,-85.0446286306095,-0.125,-0.13899999999999998,0.009000000000000001
150.0,99.9553713693905,-85.0446286306095,-0.121,-0.114,0.018000000000000002
160.0,99.9553713693905,-85.0446286306095,-0.106,-0.098,0.018000000000000002
170.0,99.9553713693905,-85.0446286306095,-0.104,-0.085,0.026
180.0,99.9553713693905,-85.0446286306095,-0.102,-0.075,0.031
190.0,99.9553713693905,-85.0446286306095,-0.093,-0.063,0.029
200.0,99.9553713693905,-85.0446286306095,-0.102,-0.058,0.034999999999999996
210.0,99.9553713693905,-85.0446286306095,-0.085,-0.044,0.025
220.0,99.9553713693905,-85.0446286306095,-0.093,-0.034999999999999996,0.026
230.0,99.9553713693905,-85.0446286306095,-0.08,-0.025,0.016
240.0,99.9553713693905,-85.0446286306095,-0.074,-0.014,0.015000000000000001
250.0,99.9553713693905,-85.0446286306095,-0.083,-0.004,0.014
260.0,99.9553713693905,-85.0446286306095,-0.083,0.002,0.01
270.0,99.9553713693905,-85.0446286306095,-0.074,0.012,0.004
280.0,99.9553713693905,-85.0446286306095,-0.083,0.022,0.003
290.0,99.9553713693905,-85.0446286306095,-0.097,0.031,0.008
300.0,99.9553713693905,-85.0446286306095,-0.108,0.041999999999999996,0.011
310.0,99.9553713693905,-85.0446286306095,-0.098,0.044,0.003
320.0,99.9553713693905,-85.0446286306095,-0.104,0.043000000000000003,0.006
330.0,99.9553713693905,-85.0446286306095,-0.104,0.041999999999999996,0.008
340.0,99.9553713693905,-85.0446286306095,-0.102,0.043000000000000003,0.007
350.0,99.9553713693905,-85.0446286306095,-0.098,0.043000000000000003,0.005
360.0,99.9553713693905,-85.0446286306095,-0.112,0.041,0.011
370.0,99.9553713693905,-85.0446286306095,-0.104,0.041999999999999996,0.011
