x,y,z
-5.0,-1.8844446813373166,0.6699763003118093
-5.0,-1.9419163302991813,0.47849865842796396
-5.0,-1.9799849932008908,0.2822400161197344
-5.0,-1.998270300546559,0.08316132486658098
-5.0,-1.9965895515895062,-0.11674828685516017
-5.0,-1.9749595398177298,-0.3154913882864973
-5.0,-1.9335963851589217,-0.5110822040536633
-5.0,-1.8729133745815927,-0.7015664553792397
-5.0,-1.793516832668294,-0.8850408865897049
-5.0,-1.696200063420816,-1.0596722818169868
-5.0,-1.581935423828833,-1.2237157818854385
-5.0,-1.4518646084002798,-1.3755323183679482
-5.0,-1.3072872417272239,-1.5136049906158564
-5.0,-1.149647893066537,-1.6365542221288216
-5.0,-0.9805216426813989,-1.7431515448271764
-5.0,-0.8015983441599509,-1.8323318734989098
-5.0,-0.6146657399568387,-1.903204147779032
-5.0,-0.4215915988615594,-1.955060235330194
-5.0,-0.22430505387010796,-1.987382007266929
-5.0,-0.02477732692578112,-1.9998465151282017
-5.0,0.17499796687889455,-1.9923292176716811
-5.0,0.3730247388451515,-1.964905225248665
-5.0,0.5673243709264525,-1.917848549326277
-5.0,0.7559554854259621,-1.8516293646554642
-5.0,0.9370333426007542,-1.7669093114403063
-5.0,1.108748672358323,-1.6645348844478016
-5.0,1.2693857518852694,-1.5455289751119743
-5.0,1.41733954858252,-1.4110806511407838
-5.0,1.5511317570205003,-1.2625332757446417
-5.0,1.6694255696783196,-1.1013710851952752
-5.0,1.7710390338826387,-0.9292043588275132
-5.0,1.8549568614880718,-0.747753329660472
-5.0,1.920340573300732,-0.5588309963978517
-5.0,1.9665368768851694,-0.36432500854419003
-5.0,1.993084194046435,-0.1661788056349928
-5.0,3.0,0.0
-5.0,2.9850124958340776,0.29950024994048446
-5.0,2.940199733523725,0.5960079923851836
-5.0,2.866009467376818,0.8865606199840188
-5.0,2.7631829820086553,1.1682550269259515
-5.0,2.6327476856711183,1.438276615812609
-5.0,2.4760068447290347,1.6939274201851064
-5.0,2.2945265618534654,1.9326530617130735
-5.0,2.0901201280414963,2.1520682726985685
-5.0,1.8648299048119932,2.3499807288824504
-5.0,1.6209069176044193,2.5244129544236893
-5.0,1.360788364276732,2.6736220801843062
-5.0,1.0870732634300202,2.7961172579016793
-5.0,0.802496485873762,2.8906745562515788
-5.0,0.5099014287007224,2.9563491899653807
-5.0,0.2122116050031087,2.9924849598121632
-5.0,-0.08759856690386644,2.9987208091245154
-5.0,-0.3865334828865746,2.9749944313574055
-5.0,-0.6816062840792614,2.9215428926345854
-5.0,-0.9698687005905107,2.8389002630622433
-5.0,-1.2484405096414273,2.727892280477045
-5.0,-1.5145383137995727,2.589628099946621
-5.0,-1.7655033517660375,2.4254892114587703
-5.0,-1.9988280638394733,2.2371156365301603
-5.0,-2.2121811466237373,2.026389541653452
-5.0,-2.403430846640801,1.7954164323118698
-5.0,-2.570666260106842,1.5465041154643924
-5.0,-2.7122164260511834,1.2821396407014893
-5.0,-2.826667022005975,1.004964450467714
-5.0,-2.912874495448772,0.7177479876419459
-5.0,-2.9699774898013365,0.4233600241796016
-5.0,-2.9974054508198384,0.12474198729987147
-5.0,-2.994884327384259,-0.17512243028274027
-5.0,-2.9624393097265944,-0.47323708242974594
-5.0,-2.900394577738383,-0.766623306080495
-5.0,-2.809370061872389,-1.0523496830688595
-5.0,-2.690275249002441,-1.3275613298845574
-5.0,-2.544300095131224,-1.5895084227254803
-5.0,-2.3729031357432495,-1.8355736728281578
-5.0,-2.1777969126004195,-2.063298477551922
-5.0,-1.960930862590836,-2.2704074859237844
-5.0,-1.7244718395998055,-2.4548313331932325
-5.0,-1.4707824640220983,-2.6147273172407646
-5.0,-1.2023975162399263,-2.748497810248365
-5.0,-0.9219986099352581,-2.854806221668548
-5.0,-0.6323873982923391,-2.932590352995291
-5.0,-0.33645758080516197,-2.981073010900394
-5.0,-0.03716599038867168,-2.9997697726923027
-5.0,0.2624969503183418,-2.9884938265075216
-5.0,0.5595371082677273,-2.9473578378729974
-5.0,0.8509865563896788,-2.8767728239894153
-5.0,1.1339332281389432,-2.7774440469831965
-5.0,1.4055500139011312,-2.6503639671604593
-5.0,1.6631230085374846,-2.4968023266717023
-5.0,1.904078627827904,-2.3182934626679614
-5.0,2.12600932287378,-2.1166209767111757
-5.0,2.3266976355307505,-1.8937999136169625
-5.0,2.5041383545174796,-1.6520566277929127
-5.0,2.656558550823958,-1.3938065382412699
-5.0,2.782435292232108,-1.121629994490708
-5.0,2.880510859951098,-0.8382464945967776
-5.0,2.949805315327754,-0.546487512816285
-5.0,2.9896262910696523,-0.2492682084524892
-5.0,4.0,0.0
-5.0,3.9800166611121033,0.3993336665873126
-5.0,3.9202663113649665,0.7946773231802449
-5.0,3.821345956502424,1.1820808266453584
-5.0,3.6842439760115404,1.557673369234602
-5.0,3.510330247561491,1.917702154416812
-5.0,3.301342459638713,2.258569893580142
-5.0,3.0593687491379535,2.5768707489507645
-5.0,2.7868268373886615,2.869424363598091
-5.0,2.4864398730826576,3.1333076385099337
-5.0,2.161209223472559,3.365883939231586
-5.0,1.8143844857023093,3.5648294402457417
-5.0,1.4494310179066936,3.7281563438689056
-5.0,1.0699953144983494,3.854232741668772
-5.0,0.6798685716009633,3.941798919953841
-5.0,0.2829488066708116,3.989979946416218
-5.0,-0.11679808920515526,3.9982944121660204
-5.0,-0.5153779771820994,3.9666592418098743
-5.0,-0.9088083787723484,3.8953905235127806
-5.0,-1.2931582674540143,3.785200350749658
-5.0,-1.6645873461885696,3.637189707302727
-5.0,-2.0193844183994303,3.452837466595495
-5.0,-2.3540044690213833,3.2339856152783604
-5.0,-2.6651040851192977,2.98282084870688
-5.0,-2.949574862164983,2.7018527222046025
-5.0,-3.204574462187735,2.393888576415826
-5.0,-3.4275550134757893,2.0620054872858566
-5.0,-3.616288568068245,1.7095195209353191
-5.0,-3.768889362674633,1.3399526006236187
-5.0,-3.8838326605983626,0.9569973168559279
-5.0,-3.9599699864017817,0.5644800322394689
-5.0,-3.996540601093118,0.16632264973316196
-5.0,-3.9931791031790125,-0.23349657371032034
-5.0,-3.9499190796354595,-0.6309827765729946
-5.0,-3.8671927703178435,-1.0221644081073267
-5.0,-3.7458267491631854,-1.4031329107584793
-5.0,-3.587033665336588,-1.7700817731794098
-5.0,-3.392400126841632,-2.1193445636339736
-5.0,-3.163870847657666,-2.447431563770877
-5.0,-2.9037292168005595,-2.7510646367358964
-5.0,-2.6145744834544478,-3.027209981231713
-5.0,-2.299295786133074,-3.2731084442576432
-5.0,-1.9610432853627977,-3.4863030896543528
-5.0,-1.6031966883199018,-3.6646637469978196
-5.0,-1.2293314799136774,-3.806408295558064
-5.0,-0.8431831977231188,-3.910120470660388
-5.0,-0.4486101077402159,-3.974764014533858
-5.0,-0.04955465385156224,-3.9996930302564033
-5.0,0.3499959337577891,-3.9846584353433623
-5.0,0.746049477690303,-3.92981045049733
-5.0,1.134648741852905,-3.835697098652554
-5.0,1.5119109708519243,-3.7032587293109285
-5.0,1.8740666852015084,-3.5338186228806125
-5.0,2.217497344716646,-3.3290697688956032
-5.0,2.5387715037705387,-3.0910579502239486
-5.0,2.83467909716504,-2.8221613022815677
-5.0,3.1022635140410006,-2.5250665514892834
-5.0,3.338851139356639,-2.2027421703905503
-5.0,3.5420780677652774,-1.8584087176550264
-5.0,3.7099137229761436,-1.495506659320944
-5.0,3.840681146601464,-1.1176619927957034
-5.0,3.933073753770339,-0.7286500170883801
-5.0,3.98616838809287,-0.3323576112699856
-5.0,5.0,0.0
-5.0,4.975020826390129,0.4991670832341408
-5.0,4.900332889206208,0.9933466539753061
-5.0,4.77668244562803,1.477601033306698
-5.0,4.6053049700144255,1.9470917115432527
-5.0,4.387912809451864,2.397127693021015
-5.0,4.126678074548391,2.823212366975177
-5.0,3.8242109364224417,3.2210884361884555
-5.0,3.483533546735827,3.586780454497614
-5.0,3.108049841353322,3.916634548137417
-5.0,2.701511529340699,4.207354924039483
-5.0,2.2679806071278867,4.456036800307177
-5.0,1.811788772383367,4.660195429836132
-5.0,1.3374941431229368,4.817790927085965
-5.0,0.8498357145012041,4.927248649942301
-5.0,0.35368600833851455,4.987474933020272
-5.0,-0.14599761150644408,4.997868015207525
-5.0,-0.6442224714776243,4.958324052262343
-5.0,-1.1360104734654355,4.869238154390976
-5.0,-1.616447834317518,4.731500438437072
-5.0,-2.080734182735712,4.546487134128409
-5.0,-2.5242305229992876,4.316046833244369
-5.0,-2.942505586276729,4.0424820190979505
-5.0,-3.331380106399122,3.7285260608836
-5.0,-3.686968577706229,3.377315902755753
-5.0,-4.005718077734668,2.9923607205197826
-5.0,-4.284443766844737,2.577506859107321
-5.0,-4.520360710085306,2.136899401169149
-5.0,-4.711111703343292,1.6749407507795233
-5.0,-4.854790825747953,1.19624664606991
-5.0,-4.949962483002227,0.7056000402993361
-5.0,-4.995675751366397,0.20790331216645247
-5.0,-4.991473878973766,-0.2918707171379004
-5.0,-4.937398849544325,-0.7887284707162433
-5.0,-4.833990962897304,-1.2777055101341583
-5.0,-4.682283436453981,-1.7539161384480992
-5.0,-4.483792081670735,-2.2126022164742625
-5.0,-4.24050015855204,-2.649180704542467
-5.0,-3.9548385595720825,-3.0592894547135963
-5.0,-3.6296615210006995,-3.4388307959198707
-5.0,-3.2682181043180596,-3.7840124765396412
-5.0,-2.8741197326663426,-4.091385555322054
-5.0,-2.451304106703497,-4.357878862067941
-5.0,-2.0039958603998773,-4.580829683747274
-5.0,-1.5366643498920967,-4.75801036944758
-5.0,-1.0539789971538984,-4.887650588325485
-5.0,-0.5607626346752699,-4.968455018167322
-5.0,-0.0619433173144528,-4.999616287820504
-5.0,0.4374949171972364,-4.9808230441792025
-5.0,0.9325618471128788,-4.912263063121662
-5.0,1.4183109273161312,-4.794621373315692
-5.0,1.8898887135649054,-4.629073411638661
-5.0,2.3425833565018856,-4.417273278600765
-5.0,2.7718716808958077,-4.161337211119504
-5.0,3.1734643797131734,-3.8638224377799357
-5.0,3.5433488714563,-3.5277016278519597
-5.0,3.877829392551251,-3.1563331893616042
-5.0,4.173563924195799,-2.753427712988188
-5.0,4.4275975847065965,-2.323010897068783
-5.0,4.63739215372018,-1.8693833241511801
-5.0,4.80085143325183,-1.3970774909946293
-5.0,4.916342192212923,-0.9108125213604751
-5.0,4.982710485116088,-0.41544701408748197
-5.0,6.0,0.0
-5.0,5.970024991668155,0.5990004998809689
-5.0,5.88039946704745,1.1920159847703673
-5.0,5.732018934753636,1.7731212399680376
-5.0,5.526365964017311,2.336510053851903
-5.0,5.2654953713422366,2.876553231625218
-5.0,4.952013689458069,3.387854840370213
-5.0,4.589053123706931,3.865306123426147
-5.0,4.1802402560829925,4.304136545397137
-5.0,3.7296598096239864,4.699961457764901
-5.0,3.2418138352088386,5.048825908847379
-5.0,2.721576728553464,5.3472441603686125
-5.0,2.1741465268600404,5.592234515803359
-5.0,1.604992971747524,5.7813491125031575
-5.0,1.0198028574014448,5.912698379930761
-5.0,0.4244232100062174,5.9849699196243265
-5.0,-0.17519713380773289,5.997441618249031
-5.0,-0.7730669657731492,5.949988862714811
-5.0,-1.3632125681585228,5.843085785269171
-5.0,-1.9397374011810213,5.677800526124487
-5.0,-2.4968810192828546,5.45578456095409
-5.0,-3.0290766275991454,5.179256199893242
-5.0,-3.531006703532075,4.8509784229175406
-5.0,-3.9976561276789466,4.474231273060321
-5.0,-4.424362293247475,4.052779083306904
-5.0,-4.806861693281602,3.5908328646237395
-5.0,-5.141332520213684,3.0930082309287847
-5.0,-5.424432852102367,2.5642792814029787
-5.0,-5.65333404401195,2.009928900935428
-5.0,-5.825748990897544,1.4354959752838918
-5.0,-5.939954979602673,0.8467200483592032
-5.0,-5.994810901639677,0.24948397459974295
-5.0,-5.989768654768518,-0.35024486056548054
-5.0,-5.924878619453189,-0.9464741648594919
-5.0,-5.800789155476766,-1.53324661216099
-5.0,-5.618740123744778,-2.104699366137719
-5.0,-5.380550498004882,-2.655122659769115
-5.0,-5.088600190262448,-3.1790168454509606
-5.0,-4.745806271486499,-3.6711473456563155
-5.0,-4.355593825200839,-4.126596955103844
-5.0,-3.921861725181672,-4.540814971847569
-5.0,-3.448943679199611,-4.909662666386465
-5.0,-2.9415649280441967,-5.229454634481529
-5.0,-2.4047950324798526,-5.49699562049673
-5.0,-1.8439972198705161,-5.709612443337096
-5.0,-1.2647747965846783,-5.865180705990582
-5.0,-0.6729151616103239,-5.962146021800788
-5.0,-0.07433198077734336,-5.999539545384605
-5.0,0.5249939006366836,-5.976987653015043
-5.0,1.1190742165354546,-5.894715675745995
-5.0,1.7019731127793576,-5.7535456479788305
-5.0,2.2678664562778863,-5.554888093966393
-5.0,2.8111000278022624,-5.300727934320919
-5.0,3.3262460170749693,-4.993604653343405
-5.0,3.808157255655808,-4.636586925335923
-5.0,4.25201864574756,-4.233241953422351
-5.0,4.653395271061501,-3.787599827233925
-5.0,5.008276709034959,-3.3041132555858255
-5.0,5.313117101647916,-2.7876130764825398
-5.0,5.564870584464216,-2.243259988981416
-5.0,5.761021719902196,-1.6764929891935552
-5.0,5.899610630655508,-1.09297502563257
-5.0,5.9792525821393046,-0.4985364169049784
-5.0,7.0,0.0
-5.0,6.965029156946181,0.698833916527797
-5.0,6.860466044888692,1.3906853155654284
-5.0,6.687355423879242,2.0686414466293774
-5.0,6.447426958020196,2.725928396160554
-5.0,6.143077933232609,3.355978770229421
-5.0,5.777349304367748,3.9524973137652486
-5.0,5.353895310991419,4.509523810663838
-5.0,4.876946965430157,5.021492636296659
-5.0,4.35126977789465,5.483288367392384
-5.0,3.7821161410769784,5.890296893655275
-5.0,3.1751728499790413,6.238451520430048
-5.0,2.536504281336714,6.5242736017705845
-5.0,1.8724918003721114,6.744907297920351
-5.0,1.1897700003016858,6.898148109919222
-5.0,0.49516041167392033,6.9824649062283815
-5.0,-0.20439665610902172,6.997015221290535
-5.0,-0.901911460068674,6.94165367316728
-5.0,-1.5904146628516098,6.816933416147366
-5.0,-2.263026968044525,6.624100613811901
-5.0,-2.9130278558299967,6.365081987779772
-5.0,-3.533922732199003,6.042465566542116
-5.0,-4.119507820787421,5.659474826737131
-5.0,-4.6639321489587715,5.2199364852370405
-5.0,-5.16175600878872,4.728242263858054
-5.0,-5.6080053088285355,4.189305008727696
-5.0,-5.998221273582631,3.608509602750249
-5.0,-6.328504994119428,2.9916591616368082
-5.0,-6.595556384680608,2.3449170510913326
-5.0,-6.796707156047135,1.674745304497874
-5.0,-6.929947476203118,0.9878400564190705
-5.0,-6.993946051912957,0.2910646370330334
-5.0,-6.988063430563272,-0.4086190039930606
-5.0,-6.912358389362054,-1.1042198590027406
-5.0,-6.767587348056226,-1.7887877141878217
-5.0,-6.555196811035574,-2.455482593827339
-5.0,-6.277308914339029,-3.0976431030639673
-5.0,-5.936700221972856,-3.708852986359454
-5.0,-5.5367739834009155,-4.283005236599035
-5.0,-5.081526129400979,-4.8143631142878185
-5.0,-4.575505346045284,-5.297617467155497
-5.0,-4.02376762573288,-5.727939777450875
-5.0,-3.431825749384896,-6.101030406895117
-5.0,-2.8055942045598283,-6.413161557246184
-5.0,-2.1513300898489356,-6.661214517226612
-5.0,-1.475570596015458,-6.842710823655679
-5.0,-0.7850676885453779,-6.955837025434252
-5.0,-0.08672064424023393,-6.999462802948706
-5.0,0.6124928840761309,-6.973152261850884
-5.0,1.3055865859580305,-6.877168288370328
-5.0,1.9856352982425838,-6.7124699226419695
-5.0,2.6458441989908676,-6.480702776294125
-5.0,3.2796166991026396,-6.184182590041072
-5.0,3.880620353254131,-5.825872095567306
-5.0,4.442850131598442,-5.40935141289191
-5.0,4.96068842003882,-4.938782278992743
-5.0,5.428961149571752,-4.418866465106246
-5.0,5.842989493874119,-3.854798798183463
-5.0,6.198636618589235,-3.2522152558962962
-5.0,6.4923490152082515,-2.6171366538116523
-5.0,6.721192006552561,-1.955908487392481
-5.0,6.882879069098093,-1.275137529904665
-5.0,6.975794679162522,-0.5816258197224747
-5.0,8.0,0.0
-5.0,7.960033322224207,0.7986673331746252
-5.0,7.840532622729933,1.5893546463604897
-5.0,7.642691913004848,2.364161653290717
-5.0,7.368487952023081,3.115346738469204
-5.0,7.020660495122982,3.835404308833624
-5.0,6.602684919277426,4.517139787160284
-5.0,6.118737498275907,5.153741497901529
-5.0,5.573653674777323,5.738848727196182
-5.0,4.972879746165315,6.266615277019867
-5.0,4.322418446945118,6.731767878463172
-5.0,3.6287689714046185,7.129658880491483
-5.0,2.898862035813387,7.456312687737811
-5.0,2.139990628996699,7.708465483337544
-5.0,1.3597371432019265,7.883597839907682
-5.0,0.5658976133416233,7.979959892832436
-5.0,-0.23359617841031052,7.996588824332041
-5.0,-1.0307559543641989,7.933318483619749
-5.0,-1.8176167575446969,7.790781047025561
-5.0,-2.5863165349080286,7.570400701499316
-5.0,-3.3291746923771393,7.274379414605454
-5.0,-4.038768836798861,6.90567493319099
-5.0,-4.7080089380427665,6.467971230556721
-5.0,-5.3302081702385955,5.96564169741376
-5.0,-5.899149724329966,5.403705444409205
-5.0,-6.40914892437547,4.787777152831652
-5.0,-6.855110026951579,4.124010974571713
-5.0,-7.23257713613649,3.4190390418706382
-5.0,-7.537778725349266,2.6799052012472373
-5.0,-7.767665321196725,1.9139946337118559
-5.0,-7.919939972803563,1.1289600644789377
-5.0,-7.993081202186236,0.33264529946632393
-5.0,-7.986358206358025,-0.4669931474206407
-5.0,-7.899838159270919,-1.2619655531459892
-5.0,-7.734385540635687,-2.0443288162146533
-5.0,-7.491653498326371,-2.8062658215169587
-5.0,-7.174067330673176,-3.5401635463588197
-5.0,-6.784800253683264,-4.238689127267947
-5.0,-6.327741695315332,-4.894863127541754
-5.0,-5.807458433601119,-5.502129273471793
-5.0,-5.2291489669088955,-6.054419962463426
-5.0,-4.598591572266148,-6.5462168885152865
-5.0,-3.9220865707255954,-6.9726061793087055
-5.0,-3.2063933766398036,-7.329327493995639
-5.0,-2.458662959827355,-7.612816591116128
-5.0,-1.6863663954462376,-7.820240941320776
-5.0,-0.8972202154804318,-7.949528029067716
-5.0,-0.09910930770312448,-7.999386060512807
-5.0,0.6999918675155782,-7.969316870686725
-5.0,1.492098955380606,-7.85962090099466
-5.0,2.26929748370581,-7.671394197305108
-5.0,3.0238219417038485,-7.406517458621857
-5.0,3.748133370403017,-7.067637245761225
-5.0,4.434994689433292,-6.6581395377912065
-5.0,5.0775430075410775,-6.182115900447897
-5.0,5.66935819433008,-5.644322604563135
-5.0,6.204527028082001,-5.050133102978567
-5.0,6.677702278713278,-4.405484340781101
-5.0,7.084156135530555,-3.7168174353100527
-5.0,7.419827445952287,-2.991013318641888
-5.0,7.681362293202928,-2.235323985591407
-5.0,7.866147507540678,-1.4573000341767601
-5.0,7.97233677618574,-0.6647152225399712
-5.0,9.0,0.0
-5.0,8.955037487502233,0.8985007498214534
-5.0,8.820599200571175,1.788023977155551
-5.0,8.598028402130454,2.659681859952056
-5.0,8.289548946025967,3.5047650807778545
-5.0,7.898243057013355,4.314829847437827
-5.0,7.4280205341871035,5.081782260555319
-5.0,6.883579685560395,5.79795918513922
-5.0,6.270360384124489,6.4562048180957055
-5.0,5.59448971443598,7.049942186647351
-5.0,4.862720752813258,7.573238863271069
-5.0,4.082365092830196,8.02086624055292
-5.0,3.2612197902900606,8.388351773705038
-5.0,2.407489457621286,8.672023668754736
-5.0,1.5297042861021672,8.869047569896143
-5.0,0.6366348150093262,8.97745487943649
-5.0,-0.26279570071159936,8.996162427373546
-5.0,-1.1596004486597238,8.924983294072216
-5.0,-2.044818852237784,8.764628677903756
-5.0,-2.9096061017715322,8.51670078918673
-5.0,-3.745321528924282,8.183676841431135
-5.0,-4.543614941398718,7.768884299839863
-5.0,-5.296510055298112,7.276467634376311
-5.0,-5.9964841915184195,6.71134690959048
-5.0,-6.636543439871212,6.079168624960356
-5.0,-7.210292539922404,5.386249296935609
-5.0,-7.711998780320526,4.639512346393177
-5.0,-8.13664927815355,3.8464189221044682
-5.0,-8.480001066017925,3.014893351403142
-5.0,-8.738623486346317,2.153243962925838
-5.0,-8.909932469404009,1.2700800725388048
-5.0,-8.992216352459515,0.37422596189961443
-5.0,-8.984652982152777,-0.5253672908482208
-5.0,-8.887317929179783,-1.419711247289238
-5.0,-8.701183733215148,-2.299869918241485
-5.0,-8.428110185617166,-3.1570490492065786
-5.0,-8.070825747007323,-3.982683989653672
-5.0,-7.6329002853936725,-4.7685252681764405
-5.0,-7.1187094072297485,-5.506721018484473
-5.0,-6.533390737801259,-6.189895432655767
-5.0,-5.882792587772507,-6.811222457771354
-5.0,-5.173415518799416,-7.364493999579698
-5.0,-4.412347392066295,-7.844181951722294
-5.0,-3.607192548719779,-8.245493430745094
-5.0,-2.765995829805774,-8.564418665005643
-5.0,-1.8971621948770172,-8.797771058985873
-5.0,-1.009372742415486,-8.943219032701181
-5.0,-0.11149797116601504,-8.999309318076907
-5.0,0.7874908509550255,-8.965481479522564
-5.0,1.6786113248031818,-8.842073513618992
-5.0,2.552959669169036,-8.630318471968247
-5.0,3.4017996844168295,-8.332332140949589
-5.0,4.216650041703394,-7.951091901481378
-5.0,4.989369025612454,-7.490406980015107
-5.0,5.712235883483713,-6.954880388003884
-5.0,6.37802796862134,-6.349862930133527
-5.0,6.980092906592251,-5.681399740850887
-5.0,7.512415063552438,-4.956169883378738
-5.0,7.969675652471874,-4.18141961472381
-5.0,8.347305876696323,-3.364889983472124
-5.0,8.641532579853294,-2.5147394837903327
-5.0,8.849415945983262,-1.6394625384488553
-5.0,8.968878873208958,-0.7478046253574676
-5.0,10.0,0.0
-5.0,9.950041652780259,0.9983341664682815
-5.0,9.800665778412416,1.9866933079506122
-5.0,9.55336489125606,2.955202066613396
-5.0,9.210609940028851,3.8941834230865053
