R,Bx,By,Bz
-90.42897363164118,0.014,0.253,-0.041999999999999996
-81.81669042862774,0.02,0.228,-0.044
-73.2044072256143,0.01,0.19699999999999998,-0.038
-64.59212402260086,0.012,0.16799999999999998,-0.039
-55.97984081958741,0.02,0.13999999999999999,-0.041999999999999996
-47.36755761657396,0.014,0.11,-0.045000000000000005
-38.755274413560514,-0.006,0.081,-0.034999999999999996
-30.142991210547066,-0.0,0.052,-0.034
-21.530708007533633,-0.004,0.023,-0.034
-12.918424804520185,0.003,-0.004,-0.038
-4.306141601506738,-0.002,-0.031,-0.034999999999999996
4.3061416015067095,-0.006,-0.060000000000000005,-0.034999999999999996
12.918424804520157,0.014,-0.082,-0.045000000000000005
21.530708007533605,-0.0,-0.114,-0.034
30.142991210547052,0.003,-0.14200000000000002,-0.037
38.7552744135605,-0.0,-0.17300000000000001,-0.036000000000000004
47.36755761657395,-0.016,-0.205,-0.029
55.979840819587395,0.005,-0.22699999999999998,-0.038
64.59212402260084,0.005,-0.252,-0.038
