X[mm],Y[mm],Z[mm],Bx[mT],By[mT],Bz[mT]
-2.200000000000000000e+02,-2.800000000000000000e+01,5.000000000000000000e+00,-2.008999999999999897e+00,-1.659000000000000030e+00,5.647100000000000364e+01
-2.200000000000000000e+02,-2.800000000000000000e+01,5.999999999999999112e+00,-2.069999999999999840e+00,-1.860000000000000098e+00,5.660199999999999676e+01
-2.200000000000000000e+02,-2.800000000000000000e+01,6.999999999999999112e+00,-2.165999999999999925e+00,-2.091000000000000192e+00,5.678799999999999670e+01
-2.200000000000000000e+02,-2.800000000000000000e+01,7.999999999999999112e+00,-2.213000000000000078e+00,-2.306000000000000050e+00,5.697800000000000153e+01
-2.200000000000000000e+02,-2.800000000000000000e+01,9.000000000000000000e+00,-2.298999999999999932e+00,-2.528000000000000025e+00,5.721500000000000341e+01
-2.200000000000000000e+02,-2.800000000000000000e+01,1.000000000000000000e+01,-2.354999999999999982e+00,-2.741999999999999993e+00,5.746300000000000097e+01
-2.200000000000000000e+02,-2.800000000000000000e+01,1.100000000000000000e+01,-2.431000000000000050e+00,-2.976999999999999869e+00,5.779500000000000171e+01
-2.200000000000000000e+02,-2.800000000000000000e+01,1.200000000000000000e+01,-2.527000000000000135e+00,-3.223000000000000309e+00,5.812199999999999989e+01
-2.200000000000000000e+02,-2.800000000000000000e+01,1.300000000000000000e+01,-2.586999999999999744e+00,-3.476999999999999869e+00,5.847200000000000131e+01
-2.200000000000000000e+02,-2.700000000000000000e+01,-1.400000000000000178e+01,-7.209999999999999742e-01,2.295999999999999819e+00,5.818599999999999994e+01
-2.200000000000000000e+02,-2.700000000000000000e+01,-1.300000000000000178e+01,-7.990000000000000435e-01,2.084000000000000075e+00,5.786999999999999744e+01
-2.200000000000000000e+02,-2.700000000000000000e+01,-1.200000000000000178e+01,-8.549999999999999822e-01,1.868999999999999995e+00,5.753799999999999670e+01
-2.200000000000000000e+02,-2.700000000000000000e+01,-1.100000000000000178e+01,-9.169999999999999263e-01,1.665000000000000036e+00,5.728000000000000114e+01
-2.200000000000000000e+02,-2.700000000000000000e+01,-1.000000000000000178e+01,-9.890000000000001013e-01,1.471000000000000085e+00,5.701500000000000057e+01
-2.200000000000000000e+02,-2.700000000000000000e+01,-9.000000000000001776e+00,-1.048000000000000043e+00,1.265000000000000124e+00,5.676699999999999591e+01
-2.200000000000000000e+02,-2.700000000000000000e+01,-8.000000000000001776e+00,-1.103999999999999870e+00,1.056000000000000050e+00,5.653099999999999881e+01
-2.200000000000000000e+02,-2.700000000000000000e+01,-7.000000000000001776e+00,-1.161000000000000032e+00,8.649999999999999911e-01,5.639900000000000091e+01
-2.200000000000000000e+02,-2.700000000000000000e+01,-6.000000000000001776e+00,-1.256000000000000005e+00,6.660000000000000364e-01,5.628199999999999648e+01
-2.200000000000000000e+02,-2.700000000000000000e+01,-5.000000000000001776e+00,-1.294999999999999929e+00,4.629999999999999671e-01,5.610300000000000153e+01
-2.200000000000000000e+02,-2.700000000000000000e+01,-4.000000000000001776e+00,-1.394000000000000128e+00,2.689999999999999614e-01,5.602599999999999625e+01
-2.200000000000000000e+02,-2.700000000000000000e+01,-3.000000000000001776e+00,-1.427000000000000046e+00,6.199999999999999956e-02,5.592500000000000426e+01
-2.200000000000000000e+02,-2.700000000000000000e+01,-2.000000000000000000e+00,-1.498999999999999888e+00,-1.389999999999999847e-01,5.587600000000000477e+01
-2.200000000000000000e+02,-2.700000000000000000e+01,-1.000000000000000000e+00,-1.556000000000000050e+00,-3.510000000000000342e-01,5.582500000000000284e+01
-2.200000000000000000e+02,-2.700000000000000000e+01,0.000000000000000000e+00,-1.634000000000000119e+00,-5.559999999999999387e-01,5.585199999999999676e+01
-2.200000000000000000e+02,-2.700000000000000000e+01,1.000000000000000000e+00,-1.711000000000000076e+00,-7.580000000000000071e-01,5.587700000000000244e+01
-2.200000000000000000e+02,-2.700000000000000000e+01,2.000000000000000000e+00,-1.756000000000000005e+00,-9.740000000000000879e-01,5.593599999999999994e+01
-2.200000000000000000e+02,-2.700000000000000000e+01,3.000000000000000000e+00,-1.809000000000000163e+00,-1.185000000000000053e+00,5.598000000000000398e+01
-2.200000000000000000e+02,-2.700000000000000000e+01,4.000000000000000000e+00,-1.917000000000000037e+00,-1.402000000000000135e+00,5.612099999999999511e+01
-2.200000000000000000e+02,-2.700000000000000000e+01,5.000000000000000000e+00,-1.958000000000000185e+00,-1.606000000000000094e+00,5.621799999999999642e+01
-2.200000000000000000e+02,-2.700000000000000000e+01,5.999999999999999112e+00,-2.048999999999999932e+00,-1.816999999999999948e+00,5.635199999999999676e+01
-2.200000000000000000e+02,-2.700000000000000000e+01,6.999999999999999112e+00,-2.111000000000000210e+00,-2.020999999999999908e+00,5.651099999999999568e+01
-2.200000000000000000e+02,-2.700000000000000000e+01,7.999999999999999112e+00,-2.169000000000000039e+00,-2.241000000000000103e+00,5.672399999999999665e+01
-2.200000000000000000e+02,-2.700000000000000000e+01,9.000000000000000000e+00,-2.223999999999999755e+00,-2.458999999999999631e+00,5.694599999999999795e+01
-2.200000000000000000e+02,-2.700000000000000000e+01,1.000000000000000000e+01,-2.306000000000000050e+00,-2.678999999999999826e+00,5.723099999999999454e+01
-2.200000000000000000e+02,-2.700000000000000000e+01,1.100000000000000000e+01,-2.384999999999999787e+00,-2.893999999999999684e+00,5.750600000000000023e+01
-2.200000000000000000e+02,-2.700000000000000000e+01,1.200000000000000000e+01,-2.481000000000000316e+00,-3.128000000000000114e+00,5.782799999999999585e+01
-2.200000000000000000e+02,-2.700000000000000000e+01,1.300000000000000000e+01,-2.544000000000000039e+00,-3.386000000000000121e+00,5.820100000000000051e+01
-2.200000000000000000e+02,-2.700000000000000000e+01,1.400000000000000000e+01,-2.615000000000000213e+00,-3.638999999999999790e+00,5.855300000000000438e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,-1.600000000000000000e+01,-6.149999999999999911e-01,2.604000000000000092e+00,5.863400000000000034e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,-1.500000000000000178e+01,-6.809999999999999387e-01,2.382000000000000117e+00,5.825500000000000256e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,-1.400000000000000178e+01,-7.359999999999999876e-01,2.196000000000000174e+00,5.791899999999999693e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,-1.300000000000000178e+01,-7.980000000000000426e-01,1.998000000000000220e+00,5.756799999999999784e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,-1.200000000000000178e+01,-8.720000000000001084e-01,1.783000000000000140e+00,5.726100000000000279e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,-1.100000000000000178e+01,-9.120000000000000329e-01,1.585999999999999854e+00,5.696600000000000108e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,-1.000000000000000178e+01,-9.810000000000000941e-01,1.403000000000000025e+00,5.671399999999999864e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,-9.000000000000001776e+00,-1.050000000000000044e+00,1.205999999999999961e+00,5.648400000000000176e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,-8.000000000000001776e+00,-1.111999999999999877e+00,9.890000000000001013e-01,5.625600000000000023e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,-7.000000000000001776e+00,-1.187999999999999945e+00,8.109999999999999432e-01,5.612899999999999778e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,-6.000000000000001776e+00,-1.231000000000000094e+00,6.300000000000000044e-01,5.596099999999999852e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,-5.000000000000001776e+00,-1.302999999999999936e+00,4.219999999999999862e-01,5.583500000000000085e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,-4.000000000000001776e+00,-1.356999999999999984e+00,2.400000000000000189e-01,5.574799999999999756e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,-3.000000000000001776e+00,-1.436999999999999833e+00,4.000000000000000083e-02,5.566999999999999460e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,-2.000000000000000000e+00,-1.495999999999999996e+00,-1.549999999999999989e-01,5.561599999999999966e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,-1.000000000000000000e+00,-1.554000000000000048e+00,-3.559999999999999831e-01,5.559000000000000341e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,0.000000000000000000e+00,-1.612999999999999989e+00,-5.469999999999999307e-01,5.558400000000000318e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,1.000000000000000000e+00,-1.695999999999999952e+00,-7.349999999999999867e-01,5.561800000000000210e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,2.000000000000000000e+00,-1.730999999999999872e+00,-9.449999999999999512e-01,5.565500000000000114e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,3.000000000000000000e+00,-1.835999999999999854e+00,-1.155999999999999917e+00,5.576699999999999591e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,4.000000000000000000e+00,-1.870999999999999996e+00,-1.352999999999999980e+00,5.584400000000000119e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,5.000000000000000000e+00,-1.935000000000000053e+00,-1.568000000000000060e+00,5.596000000000000085e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,5.999999999999999112e+00,-2.007000000000000117e+00,-1.760999999999999899e+00,5.610500000000000398e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,6.999999999999999112e+00,-2.080999999999999961e+00,-1.961000000000000076e+00,5.627799999999999869e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,7.999999999999999112e+00,-2.124000000000000110e+00,-2.171000000000000263e+00,5.646700000000000585e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,9.000000000000000000e+00,-2.229000000000000092e+00,-2.391999999999999904e+00,5.672200000000000131e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,1.000000000000000000e+01,-2.278000000000000025e+00,-2.595999999999999641e+00,5.696600000000000108e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,1.100000000000000000e+01,-2.378000000000000114e+00,-2.810000000000000053e+00,5.726400000000000290e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,1.200000000000000000e+01,-2.443000000000000060e+00,-3.032999999999999918e+00,5.756099999999999994e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,1.300000000000000000e+01,-2.476999999999999869e+00,-3.274000000000000021e+00,5.790700000000000358e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,1.400000000000000000e+01,-2.560999999999999943e+00,-3.521999999999999797e+00,5.829399999999999693e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,1.500000000000000000e+01,-2.656000000000000139e+00,-3.763999999999999790e+00,5.868299999999999983e+01
-2.200000000000000000e+02,-2.600000000000000000e+01,1.600000000000000000e+01,-2.717999999999999972e+00,-4.001000000000000334e+00,5.905400000000000205e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,-1.800000000000000000e+01,-5.150000000000000133e-01,2.869000000000000217e+00,5.917699999999999960e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,-1.700000000000000000e+01,-5.829999999999999627e-01,2.680999999999999606e+00,5.878400000000000603e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,-1.600000000000000000e+01,-6.149999999999999911e-01,2.479999999999999982e+00,5.833300000000000551e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,-1.500000000000000178e+01,-7.169999999999999707e-01,2.274999999999999911e+00,5.796300000000000097e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,-1.400000000000000178e+01,-7.800000000000000266e-01,2.088000000000000078e+00,5.763100000000000023e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,-1.300000000000000178e+01,-8.229999999999999538e-01,1.900999999999999801e+00,5.730600000000000449e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,-1.200000000000000178e+01,-8.760000000000000009e-01,1.703000000000000069e+00,5.697599999999999909e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,-1.100000000000000178e+01,-9.520000000000000684e-01,1.510000000000000009e+00,5.673199999999999932e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,-1.000000000000000178e+01,-1.016000000000000014e+00,1.325999999999999845e+00,5.646399999999999864e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,-9.000000000000001776e+00,-1.062999999999999945e+00,1.136000000000000121e+00,5.622899999999999920e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,-8.000000000000001776e+00,-1.131000000000000005e+00,9.269999999999999352e-01,5.603900000000000148e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,-7.000000000000001776e+00,-1.175999999999999934e+00,7.770000000000000240e-01,5.588300000000000267e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,-6.000000000000001776e+00,-1.241999999999999993e+00,5.839999999999999636e-01,5.573199999999999932e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,-5.000000000000001776e+00,-1.293000000000000149e+00,3.869999999999999551e-01,5.559999999999999432e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,-4.000000000000001776e+00,-1.381999999999999895e+00,2.069999999999999896e-01,5.550999999999999801e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,-3.000000000000001776e+00,-1.395000000000000018e+00,2.299999999999999961e-02,5.541000000000000369e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,-2.000000000000000000e+00,-1.467999999999999972e+00,-1.620000000000000051e-01,5.535500000000000398e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,-1.000000000000000000e+00,-1.547999999999999821e+00,-3.669999999999999929e-01,5.533400000000000318e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,0.000000000000000000e+00,-1.618000000000000105e+00,-5.400000000000000355e-01,5.535500000000000398e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,1.000000000000000000e+00,-1.673000000000000043e+00,-7.299999999999999822e-01,5.539699999999999847e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,2.000000000000000000e+00,-1.717999999999999972e+00,-9.359999999999999432e-01,5.542799999999999727e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,3.000000000000000000e+00,-1.809000000000000163e+00,-1.126000000000000112e+00,5.552799999999999869e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,4.000000000000000000e+00,-1.843999999999999861e+00,-1.322999999999999954e+00,5.559399999999999409e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,5.000000000000000000e+00,-1.925999999999999934e+00,-1.516000000000000014e+00,5.573999999999999488e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,5.999999999999999112e+00,-1.983999999999999986e+00,-1.708000000000000185e+00,5.585799999999999699e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,6.999999999999999112e+00,-2.044999999999999929e+00,-1.907999999999999918e+00,5.603199999999999648e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,7.999999999999999112e+00,-2.113999999999999879e+00,-2.106999999999999762e+00,5.624399999999999977e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,9.000000000000000000e+00,-2.181000000000000050e+00,-2.314999999999999947e+00,5.648499999999999943e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,1.000000000000000000e+01,-2.268000000000000238e+00,-2.521999999999999797e+00,5.673299999999999699e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,1.100000000000000000e+01,-2.283999999999999808e+00,-2.712000000000000188e+00,5.696500000000000341e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,1.200000000000000000e+01,-2.373999999999999666e+00,-2.940999999999999837e+00,5.731599999999999540e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,1.300000000000000000e+01,-2.443000000000000060e+00,-3.174000000000000377e+00,5.764900000000000091e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,1.400000000000000000e+01,-2.523000000000000131e+00,-3.407999999999999918e+00,5.803300000000000125e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,1.500000000000000000e+01,-2.579000000000000181e+00,-3.631000000000000227e+00,5.837199999999999989e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,1.600000000000000000e+01,-2.667000000000000259e+00,-3.869000000000000217e+00,5.880599999999999739e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,1.700000000000000000e+01,-2.700999999999999623e+00,-4.083000000000000185e+00,5.917300000000000182e+01
-2.200000000000000000e+02,-2.500000000000000000e+01,1.800000000000000000e+01,-2.819999999999999840e+00,-4.330000000000000071e+00,5.967299999999999471e+01
-2.200000000000000000e+02,-2.400000000000000000e+01,-1.900000000000000000e+01,-4.939999999999999947e-01,2.898000000000000131e+00,5.933900000000000574e+01
-2.200000000000000000e+02,-2.400000000000000000e+01,-1.800000000000000000e+01,-5.699999999999999512e-01,2.713000000000000078e+00,5.890900000000000603e+01
-2.200000000000000000e+02,-2.400000000000000000e+01,-1.700000000000000000e+01,-6.270000000000000018e-01,2.532000000000000028e+00,5.848100000000000165e+01
-2.200000000000000000e+02,-2.400000000000000000e+01,-1.600000000000000000e+01,-6.700000000000000400e-01,2.338999999999999968e+00,5.806800000000000495e+01
-2.200000000000000000e+02,-2.400000000000000000e+01,-1.500000000000000178e+01,-7.209999999999999742e-01,2.154999999999999805e+00,5.767699999999999960e+01
-2.200000000000000000e+02,-2.400000000000000000e+01,-1.400000000000000178e+01,-7.870000000000000329e-01,1.981000000000000094e+00,5.735900000000000176e+01
-2.200000000000000000e+02,-2.400000000000000000e+01,-1.300000000000000178e+01,-8.360000000000000764e-01,1.793000000000000149e+00,5.701099999999999568e+01
-2.200000000000000000e+02,-2.400000000000000000e+01,-1.200000000000000178e+01,-9.120000000000000329e-01,1.596999999999999975e+00,5.674300000000000210e+01
-2.200000000000000000e+02,-2.400000000000000000e+01,-1.100000000000000178e+01,-9.669999999999999707e-01,1.417999999999999927e+00,5.644800000000000040e+01
-2.200000000000000000e+02,-2.400000000000000000e+01,-1.000000000000000178e+01,-1.030999999999999917e+00,1.257000000000000117e+00,5.621600000000000108e+01
-2.200000000000000000e+02,-2.400000000000000000e+01,-9.000000000000001776e+00,-1.070000000000000062e+00,1.070999999999999952e+00,5.596700000000000585e+01
-2.200000000000000000e+02,-2.400000000000000000e+01,-8.000000000000001776e+00,-1.147999999999999909e+00,8.720000000000001084e-01,5.577200000000000557e+01
-2.200000000000000000e+02,-2.400000000000000000e+01,-7.000000000000001776e+00,-1.186999999999999833e+00,7.249999999999999778e-01,5.563400000000000034e+01
-2.200000000000000000e+02,-2.400000000000000000e+01,-6.000000000000001776e+00,-1.250000000000000000e+00,5.400000000000000355e-01,5.548599999999999710e+01
-2.200000000000000000e+02,-2.400000000000000000e+01,-5.000000000000001776e+00,-1.302999999999999936e+00,3.530000000000000360e-01,5.535999999999999943e+01
-2.200000000000000000e+02,-2.400000000000000000e+01,-4.000000000000001776e+00,-1.338000000000000078e+00,1.890000000000000013e-01,5.522200000000000131e+01
-2.200000000000000000e+02,-2.400000000000000000e+01,-3.000000000000001776e+00,-1.412000000000000144e+00,0.000000000000000000e+00,5.517500000000000426e+01
-2.200000000000000000e+02,-2.400000000000000000e+01,-2.000000000000000000e+00,-1.477999999999999980e+00,-1.749999999999999889e-01,5.511899999999999977e+01
-2.200000000000000000e+02,-2.400000000000000000e+01,-1.000000000000000000e+00,-1.541000000000000147e+00,-3.669999999999999929e-01,5.509900000000000375e+01
-2.200000000000000000e+02,-2.400000000000000000e+01,0.000000000000000000e+00,-1.582000000000000073e+00,-5.410000000000000364e-01,5.509799999999999898e+01
