R,Bx,By,Bz
-132.05827362861186,3.6270000000000002,4.241,-9.969999999999999
-120.57494548699344,2.354,2.8649999999999998,-8.43
-109.09161734537503,1.649,1.965,-7.381
-97.6082892037566,1.212,1.3470000000000002,-6.642
-86.12496106213817,0.9269999999999999,0.909,-6.097
-74.64163292051975,0.741,0.594,-5.702
-63.15830477890134,0.583,0.356,-5.388999999999999
-51.67497663728291,0.488,0.188,-5.169
-40.19164849566448,0.41100000000000003,0.064,-5.004
-28.708320354046066,0.36200000000000004,-0.014,-4.9030000000000005
-17.22499221242765,0.301,-0.061,-4.832000000000001
-5.7416640708092075,0.248,-0.085,-4.803
5.7416640708092075,0.222,-0.07200000000000001,-4.83
17.224992212427622,0.19,-0.038,-4.888
28.708320354046037,0.154,0.027,-4.989000000000001
40.19164849566445,0.114,0.122,-5.132000000000001
51.674976637282896,0.07200000000000001,0.25999999999999995,-5.335999999999999
63.15830477890131,0.014,0.443,-5.6
74.64163292051973,-0.068,0.7,-5.946
86.12496106213817,-0.178,1.057,-6.401
97.60828920375658,-0.34400000000000003,1.5579999999999998,-7.004
109.091617345375,-0.626,2.274,-7.819
120.57494548699341,-1.091,3.354,-8.985999999999999
132.05827362861183,-2.0,5.04,-10.7
